"STATION,""DATE"",""LATITUDE"",""LONGITUDE"",""ELEVATION"",""NAME"",""TEMP"",""TEMP_ATTRIBUTES"",""DEWP"",""DEWP_ATTRIBUTES"",""SLP"",""SLP_ATTRIBUTES"",""STP"",""STP_ATTRIBUTES"",""VISIB"",""VISIB_ATTRIBUTES"",""WDSP"",""WDSP_ATTRIBUTES"",""MXSPD"",""GUST"",""MAX"",""MAX_ATTRIBUTES"",""MIN"",""MIN_ATTRIBUTES"",""PRCP"",""PRCP_ATTRIBUTES"",""SNDP"",""FRSHTT"""
"72259003927,""2015-11-01"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  60.9"",""24"",""  54.6"",""24"",""1013.4"",""18"",""992.5"",""24"","" 10.0"",""24"",""  6.1"",""24"","" 12.0"",""999.9"",""  68.0"","" "",""  59.0"","" "","" 0.01"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-02"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  61.4"",""24"",""  56.3"",""24"",""1014.1"",""17"",""993.1"",""24"",""  5.4"",""24"",""  4.0"",""24"",""  9.9"",""999.9"",""  73.9"","" "",""  52.0"","" "","" 0.01"",""G"",""999.9"",""100000"""
"72259003927,""2015-11-03"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  64.1"",""24"",""  58.6"",""24"",""1015.1"",""20"",""994.3"",""24"",""  7.8"",""24"",""  7.6"",""24"","" 11.1"",""999.9"",""  73.9"","" "",""  53.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-04"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  66.3"",""24"",""  59.7"",""24"",""1016.1"",""22"",""995.2"",""24"",""  9.1"",""24"",""  8.9"",""24"","" 13.0"","" 18.1"",""  75.9"","" "",""  57.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-05"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  72.6"",""24"",""  66.9"",""24"",""1013.7"",""17"",""992.4"",""24"",""  8.7"",""24"","" 11.0"",""24"","" 21.0"","" 28.0"",""  81.0"","" "",""  60.1"","" "","" 0.05"",""G"",""999.9"",""010010"""
"72259003927,""2015-11-06"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  66.1"",""24"",""  49.8"",""24"",""1016.9"",""24"",""995.9"",""24"",""  9.7"",""24"",""  8.9"",""24"","" 21.0"","" 22.0"",""  81.0"","" "",""  55.9"","" "","" 0.10"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-07"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  61.5"",""24"",""  50.6"",""24"",""1021.0"",""20"",""000.4"",""24"","" 10.0"",""24"",""  9.6"",""24"","" 15.9"","" 22.9"",""  70.0"","" "",""  55.9"","" "","" 0.16"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-08"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  56.1"",""24"",""  37.1"",""24"",""1024.9"",""22"",""003.8"",""24"","" 10.0"",""24"",""  7.7"",""24"","" 12.0"",""999.9"",""  69.1"","" "",""  46.0"","" "","" 0.01"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-09"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  58.5"",""24"",""  42.2"",""24"",""1019.1"",""24"",""999.2"",""24"","" 10.0"",""24"",""  3.4"",""24"",""  7.0"",""999.9"",""  68.0"","" "",""  46.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-10"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  62.0"",""24"",""  51.3"",""24"",""1016.7"",""24"",""995.2"",""24"","" 10.0"",""24"",""  7.9"",""24"","" 18.1"","" 24.1"",""  77.0"","" "",""  51.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-11"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  73.9"",""24"",""  60.3"",""24"",""1009.4"",""21"",""988.6"",""24"","" 10.0"",""24"","" 15.4"",""24"","" 21.0"","" 28.9"",""  82.9"",""*"",""  69.1"",""*"","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-12"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  60.7"",""24"",""  32.8"",""24"",""1020.1"",""24"",""998.8"",""24"","" 10.0"",""24"","" 10.0"",""24"","" 21.0"","" 26.0"",""  82.9"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-13"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  56.5"",""24"",""  36.9"",""24"",""1025.2"",""24"",""003.7"",""24"","" 10.0"",""24"",""  5.3"",""24"",""  9.9"",""999.9"",""  68.0"","" "",""  45.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-14"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  55.3"",""24"",""  37.1"",""24"",""1026.1"",""24"",""004.5"",""24"","" 10.0"",""24"",""  5.0"",""24"","" 11.1"",""999.9"",""  68.0"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-15"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  58.7"",""24"",""  43.0"",""24"",""1023.5"",""24"",""001.9"",""24"","" 10.0"",""24"",""  8.0"",""24"","" 13.0"","" 17.1"",""  64.9"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""010010"""
"72259003927,""2015-11-16"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  60.1"",""24"",""  56.4"",""24"",""1012.7"",""17"",""992.0"",""24"",""  5.1"",""24"",""  9.5"",""24"","" 14.0"","" 21.0"",""  68.0"",""*"",""  53.6"",""*"","" 0.50"",""G"",""999.9"",""010010"""
"72259003927,""2015-11-17"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  64.4"",""24"",""  56.1"",""24"",""1001.0"",""20"",""980.4"",""24"",""  8.4"",""24"","" 13.5"",""24"","" 31.1"","" 42.0"",""  75.9"","" "",""  53.1"","" "","" 0.83"",""G"",""999.9"",""010010"""
"72259003927,""2015-11-18"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  58.1"",""24"",""  35.3"",""24"",""1006.1"",""24"",""985.2"",""24"","" 10.0"",""24"","" 10.2"",""24"","" 15.0"","" 22.0"",""  75.9"","" "",""  48.9"","" "","" 0.17"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-19"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  57.5"",""24"",""  44.6"",""24"",""1015.6"",""24"",""994.6"",""24"","" 10.0"",""24"",""  6.5"",""24"","" 14.0"",""999.9"",""  71.1"","" "",""  46.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-20"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  60.3"",""24"",""  47.0"",""24"",""1018.4"",""24"",""996.8"",""24"","" 10.0"",""24"",""  7.9"",""24"","" 18.1"","" 24.1"",""  73.9"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-21"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  55.8"",""24"",""  39.4"",""24"",""1019.5"",""22"",""998.0"",""24"","" 10.0"",""24"","" 14.2"",""24"","" 26.0"","" 38.1"",""  73.9"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-22"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  42.9"",""24"",""  25.2"",""24"",""1026.3"",""24"",""004.2"",""24"","" 10.0"",""24"",""  6.0"",""24"","" 14.0"",""999.9"",""  60.1"","" "",""  30.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-23"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  48.0"",""24"",""  29.4"",""24"",""1023.9"",""24"",""002.1"",""24"","" 10.0"",""24"",""  5.9"",""24"","" 12.0"",""999.9"",""  64.0"","" "",""  32.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-24"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  54.6"",""24"",""  38.4"",""24"",""1020.6"",""24"",""999.1"",""24"","" 10.0"",""24"",""  8.8"",""24"","" 15.0"","" 20.0"",""  66.0"","" "",""  37.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-11-25"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  65.6"",""24"",""  56.2"",""24"",""1016.5"",""23"",""995.3"",""24"",""  9.8"",""24"","" 13.6"",""24"","" 18.1"","" 29.9"",""  75.0"",""*"",""  62.1"",""*"","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-26"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  68.7"",""24"",""  62.2"",""24"",""1018.4"",""16"",""997.4"",""24"",""  9.1"",""24"","" 13.0"",""24"","" 18.1"","" 24.1"",""  75.0"","" "",""  61.0"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-27"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  55.7"",""24"",""  52.7"",""24"",""1021.4"",""11"",""999.0"",""24"",""  5.1"",""24"","" 11.8"",""24"","" 21.0"","" 24.1"",""  72.0"","" "",""  39.9"","" "","" 4.38"",""G"",""999.9"",""010010"""
"72259003927,""2015-11-28"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  39.6"",""24"",""  35.9"",""24"",""1023.6"",""15"",""001.8"",""24"",""  7.4"",""24"","" 13.2"",""24"","" 20.0"","" 22.9"",""  42.1"",""*"",""  37.4"",""*"","" 2.56"",""G"",""999.9"",""010010"""
"72259003927,""2015-11-29"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  41.7"",""24"",""  37.7"",""24"",""1022.1"",""15"",""000.6"",""24"",""  7.5"",""24"",""  9.3"",""24"","" 14.0"",""999.9"",""  44.1"","" "",""  37.9"","" "","" 0.39"",""G"",""999.9"",""010000"""
"72259003927,""2015-11-30"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  45.2"",""24"",""  41.1"",""24"",""1017.6"",""17"",""996.0"",""24"",""  7.2"",""24"",""  6.3"",""24"",""  9.9"",""999.9"",""  50.0"","" "",""  39.9"","" "","" 0.70"",""G"",""999.9"",""010000"""
"72259003927,""2015-12-01"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  45.5"",""24"",""  37.9"",""24"",""1017.5"",""24"",""995.9"",""24"","" 10.0"",""24"",""  4.5"",""24"",""  8.0"",""999.9"",""  52.0"","" "",""  37.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-02"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  47.0"",""24"",""  35.4"",""24"",""1019.3"",""24"",""997.9"",""24"","" 10.0"",""24"",""  6.6"",""24"","" 15.0"","" 21.0"",""  60.1"","" "",""  37.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-03"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  48.3"",""24"",""  34.8"",""24"",""1026.2"",""24"",""004.5"",""24"","" 10.0"",""24"",""  4.6"",""24"",""  9.9"",""999.9"",""  61.0"","" "",""  35.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-04"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  49.6"",""24"",""  37.2"",""24"",""1029.9"",""24"",""008.1"",""24"","" 10.0"",""24"",""  3.5"",""24"",""  8.0"",""999.9"",""  61.0"","" "",""  36.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-05"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  47.6"",""24"",""  35.3"",""24"",""1030.2"",""24"",""008.2"",""24"","" 10.0"",""24"",""  6.6"",""24"","" 14.0"",""999.9"",""  61.0"","" "",""  37.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-06"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  51.2"",""24"",""  38.9"",""24"",""1028.3"",""24"",""006.6"",""24"","" 10.0"",""24"",""  6.0"",""24"","" 12.0"",""999.9"",""  64.9"","" "",""  37.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-07"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  52.2"",""24"",""  37.7"",""24"",""1025.6"",""24"",""003.7"",""24"",""  9.8"",""24"",""  4.3"",""24"",""  8.0"",""999.9"",""  68.0"","" "",""  37.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-08"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  55.8"",""24"",""  43.0"",""24"",""1015.8"",""24"",""994.1"",""24"",""  9.9"",""24"",""  9.5"",""24"","" 15.9"","" 22.9"",""  72.0"",""*"",""  44.1"",""*"","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-09"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  58.3"",""24"",""  41.5"",""24"",""1013.9"",""24"",""992.7"",""24"","" 10.0"",""24"",""  4.5"",""24"",""  8.9"",""999.9"",""  72.0"","" "",""  44.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-10"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  59.5"",""24"",""  44.9"",""24"",""1008.8"",""24"",""987.5"",""23"","" 10.0"",""24"",""  8.0"",""24"","" 17.1"","" 19.0"",""  75.9"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-11"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  59.1"",""24"",""  46.1"",""24"",""1007.0"",""24"",""985.9"",""24"","" 10.0"",""24"",""  8.2"",""24"","" 18.1"","" 25.1"",""  77.0"","" "",""  45.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-12"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  71.2"",""24"",""  63.7"",""24"",""1007.3"",""24"",""986.3"",""24"","" 10.0"",""24"","" 14.4"",""24"","" 22.0"","" 29.9"",""  75.0"",""*"",""  68.0"",""*"","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-13"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  61.1"",""24"",""  55.3"",""24"",""1001.8"",""22"",""980.9"",""24"",""  9.0"",""24"","" 12.9"",""24"","" 38.1"","" 52.1"",""  75.0"","" "",""  53.1"","" "","" 0.58"",""G"",""999.9"",""010000"""
"72259003927,""2015-12-14"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  55.8"",""24"",""  36.8"",""24"",""1004.4"",""24"",""983.3"",""24"","" 10.0"",""24"",""  9.5"",""24"","" 18.1"","" 20.0"",""  73.9"","" "",""  44.1"","" "","" 0.13"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-15"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  58.7"",""24"",""  47.0"",""24"",""1005.2"",""23"",""984.3"",""24"","" 10.0"",""24"",""  7.5"",""24"","" 13.0"","" 20.0"",""  72.0"","" "",""  46.9"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2015-12-16"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  54.3"",""24"",""  31.6"",""24"",""1010.8"",""24"",""989.6"",""24"","" 10.0"",""24"",""  8.8"",""24"","" 15.0"","" 20.0"",""  72.0"","" "",""  44.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-17"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  46.2"",""24"",""  28.0"",""24"",""1015.6"",""24"",""994.0"",""24"","" 10.0"",""24"",""  5.7"",""24"","" 15.9"","" 22.0"",""  61.0"","" "",""  33.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-18"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  42.4"",""24"",""  28.1"",""24"",""1025.3"",""24"",""003.5"",""24"","" 10.0"",""24"",""  8.6"",""24"","" 19.0"","" 28.0"",""  60.1"","" "",""  30.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-19"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  45.8"",""24"",""  32.2"",""24"",""1028.0"",""24"",""006.0"",""24"","" 10.0"",""24"",""  8.2"",""24"","" 18.1"","" 21.0"",""  63.0"","" "",""  33.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-20"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  53.8"",""24"",""  44.0"",""24"",""1021.5"",""24"",""999.8"",""24"",""  9.9"",""24"","" 10.3"",""24"","" 15.9"","" 22.0"",""  64.0"",""*"",""  50.0"",""*"","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-21"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  64.3"",""24"",""  53.4"",""24"",""1012.8"",""20"",""991.8"",""24"",""  9.7"",""24"","" 10.3"",""24"","" 21.0"","" 25.1"",""  73.0"","" "",""  48.9"","" "","" 0.00"",""G"",""999.9"",""100000"""
"72259003927,""2015-12-22"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  56.8"",""24"",""  42.0"",""24"",""1008.4"",""22"",""987.2"",""24"",""  9.2"",""24"",""  4.9"",""24"","" 15.0"","" 19.0"",""  73.9"","" "",""  44.1"","" "","" 0.00"",""G"",""999.9"",""110000"""
"72259003927,""2015-12-23"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  69.0"",""24"",""  51.1"",""24"","" 997.8"",""23"",""976.9"",""24"","" 10.0"",""24"","" 13.7"",""24"","" 18.1"","" 26.0"",""  75.0"",""*"",""  63.0"",""*"","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-24"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  61.6"",""24"",""  41.1"",""24"",""1006.9"",""24"",""986.2"",""24"","" 10.0"",""24"",""  6.1"",""24"","" 14.0"",""999.9"",""  75.0"","" "",""  50.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-25"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  57.0"",""24"",""  40.4"",""24"",""1014.5"",""24"",""993.1"",""24"","" 10.0"",""24"",""  6.9"",""24"","" 13.0"",""999.9"",""  75.0"","" "",""  44.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-26"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  72.6"",""24"",""  64.8"",""24"",""1008.3"",""17"",""986.7"",""24"",""  8.9"",""24"","" 10.8"",""24"","" 29.9"","" 38.1"",""  81.0"",""*"",""  66.0"",""*"","" 0.00"",""G"",""999.9"",""010010"""
"72259003927,""2015-12-27"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  48.9"",""24"",""  45.6"",""24"",""1006.2"",""12"",""984.6"",""24"",""  7.8"",""24"","" 19.4"",""24"","" 26.0"","" 38.1"",""  73.0"",""*"",""  41.0"",""*"","" 1.06"",""G"",""999.9"",""010010"""
"72259003927,""2015-12-28"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  38.8"",""24"",""  33.7"",""24"",""1007.2"",""18"",""984.1"",""24"",""  8.3"",""24"","" 17.5"",""24"","" 26.0"","" 33.0"",""  51.1"","" "",""  36.0"","" "","" 2.04"",""G"",""999.9"",""011010"""
"72259003927,""2015-12-29"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  37.6"",""24"",""  28.8"",""24"",""1017.0"",""24"",""995.1"",""24"","" 10.0"",""24"",""  4.6"",""24"","" 14.0"",""999.9"",""  46.9"","" "",""  30.9"","" "","" 0.02"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-30"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  42.9"",""24"",""  34.6"",""24"",""1022.6"",""22"",""000.8"",""24"","" 10.0"",""24"",""  4.3"",""24"",""  8.0"",""999.9"",""  53.1"","" "",""  31.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2015-12-31"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  43.0"",""24"",""  32.6"",""24"",""1026.5"",""24"",""004.7"",""24"","" 10.0"",""24"",""  6.0"",""24"","" 13.0"","" 19.0"",""  53.1"","" "",""  33.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-01"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  43.6"",""24"",""  30.3"",""24"",""1031.9"",""24"",""010.0"",""24"","" 10.0"",""24"","" 10.5"",""24"","" 14.0"","" 18.1"",""  53.1"","" "",""  33.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-02"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  44.1"",""24"",""  25.3"",""24"",""1030.6"",""24"",""008.4"",""24"","" 10.0"",""24"",""  5.3"",""24"",""  8.0"",""999.9"",""  51.1"","" "",""  37.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-03"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  47.6"",""24"",""  28.9"",""24"",""1024.9"",""24"",""003.1"",""24"","" 10.0"",""24"",""  6.7"",""24"","" 11.1"",""999.9"",""  60.1"","" "",""  37.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-04"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  42.7"",""24"",""  28.7"",""24"",""1026.6"",""24"",""004.8"",""24"","" 10.0"",""24"",""  6.0"",""24"",""  8.0"",""999.9"",""  60.1"","" "",""  32.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-05"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  39.8"",""24"",""  28.5"",""24"",""1027.0"",""24"",""005.0"",""24"","" 10.0"",""24"",""  5.6"",""24"","" 11.1"",""999.9"",""  54.0"","" "",""  32.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-06"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  44.1"",""24"",""  33.2"",""24"",""1021.4"",""22"",""999.4"",""24"",""  9.5"",""24"",""  7.2"",""24"",""  9.9"",""999.9"",""  50.0"","" "",""  34.0"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2016-01-07"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  51.8"",""24"",""  46.9"",""24"",""1010.6"",""16"",""990.1"",""24"",""  5.6"",""24"",""  6.5"",""24"","" 15.0"",""999.9"",""  64.0"","" "",""  42.1"","" "","" 0.84"",""G"",""999.9"",""110010"""
"72259003927,""2016-01-08"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  52.0"",""24"",""  46.5"",""24"",""1007.6"",""24"",""986.2"",""24"",""  9.1"",""24"",""  5.2"",""24"",""  8.9"",""999.9"",""  64.0"","" "",""  43.0"","" "","" 0.06"",""G"",""999.9"",""100000"""
"72259003927,""2016-01-09"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  44.5"",""24"",""  37.9"",""24"",""1012.2"",""19"",""990.7"",""24"",""  9.8"",""24"","" 13.9"",""24"","" 22.0"","" 27.0"",""  57.9"","" "",""  39.0"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2016-01-10"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  35.4"",""24"",""  21.7"",""24"",""1024.7"",""22"",""002.5"",""24"","" 10.0"",""24"","" 12.4"",""24"","" 19.0"","" 25.1"",""  46.9"","" "",""  28.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-11"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  37.4"",""24"",""  20.6"",""24"",""1024.4"",""24"",""002.2"",""24"","" 10.0"",""24"",""  3.5"",""24"",""  9.9"",""999.9"",""  50.0"","" "",""  30.2"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-12"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  44.2"",""24"",""  29.5"",""24"",""1023.4"",""24"",""001.6"",""24"","" 10.0"",""24"",""  4.9"",""24"",""  8.9"",""999.9"",""  63.0"","" "",""  30.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-13"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  49.9"",""24"",""  34.3"",""24"",""1021.0"",""24"",""999.1"",""23"","" 10.0"",""24"",""  8.4"",""24"","" 15.0"","" 24.1"",""  66.9"","" "",""  31.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2016-01-14"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  53.1"",""24"",""  41.7"",""24"",""1012.6"",""24"",""990.8"",""24"","" 10.0"",""24"","" 11.3"",""24"","" 22.9"","" 27.0"",""  68.0"","" "",""  39.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
